date,team1,team2,score1,score2,win,lose,pre_win,pre_lose,pre_probability
2019/6/14,SFG,MIL,5,3,SFG,MIL,MIL,SFG,0.587732826
2019/6/15,TBR,LAA,3,5,LAA,TBR,LAA,TBR,0.507739962
2019/6/15,BAL,BOS,2,7,BOS,BAL,BOS,BAL,0.595517019
2019/6/15,SFG,MIL,8,7,SFG,MIL,MIL,SFG,0.587732826
2019/6/15,WSN,ARI,3,10,ARI,WSN,ARI,WSN,0.508224542
2019/6/15,HOU,TOR,7,2,HOU,TOR,TOR,HOU,0.556143939
2019/6/15,DET,CLE,2,4,CLE,DET,CLE,DET,0.529113136
2019/6/15,MIA,PIT,4,3,MIA,PIT,PIT,MIA,0.534772013
2019/6/15,CHW,NYY,4,8,NYY,CHW,NYY,CHW,0.643973337
2019/6/15,CIN,TEX,3,4,TEX,CIN,TEX,CIN,0.594668912
2019/6/15,MIN,KCR,5,4,MIN,KCR,KCR,MIN,0.524031219
2019/6/15,NYM,STL,8,7,NYM,STL,STL,NYM,0.564513843
2019/6/15,ATL,PHI,5,6,PHI,ATL,PHI,ATL,0.507052315
2019/6/15,COL,SDP,14,8,COL,SDP,SDP,COL,0.550351551
2019/6/15,OAK,SEA,11,2,OAK,SEA,OAK,SEA,0.515009204
2019/6/15,LAD,CHC,1,2,CHC,LAD,CHC,LAD,0.52253461
2019/6/16,CIN,TEX,11,3,CIN,TEX,TEX,CIN,0.594668912
2019/6/16,BAL,BOS,6,8,BOS,BAL,BOS,BAL,0.595517019
2019/6/16,DET,CLE,0,8,CLE,DET,CLE,DET,0.529113136
2019/6/16,MIA,PIT,4,5,PIT,MIA,PIT,MIA,0.534772013
2019/6/16,NYM,STL,3,4,STL,NYM,STL,NYM,0.564513843
2019/6/16,TBR,LAA,6,5,TBR,LAA,LAA,TBR,0.507739962
2019/6/16,ATL,PHI,15,1,ATL,PHI,PHI,ATL,0.507052315
2019/6/16,WSN,ARI,15,5,WSN,ARI,ARI,WSN,0.508224542
2019/6/16,CHW,NYY,3,10,NYY,CHW,NYY,CHW,0.643973337
2019/6/16,HOU,TOR,0,12,TOR,HOU,TOR,HOU,0.556143939
2019/6/16,MIN,KCR,6,8,KCR,MIN,KCR,MIN,0.524031219
2019/6/16,COL,SDP,13,14,SDP,COL,SDP,COL,0.550351551
2019/6/16,SFG,MIL,3,5,MIL,SFG,MIL,SFG,0.587732826
2019/6/16,OAK,SEA,3,6,SEA,OAK,OAK,SEA,0.515009204
2019/6/16,LAD,CHC,3,2,LAD,CHC,CHC,LAD,0.52253461
2019/6/17,NYY,TBR,3,0,NYY,TBR,TBR,NYY,0.513463935
2019/6/17,TOR,LAA,5,10,LAA,TOR,LAA,TOR,0.542890271
2019/6/17,CIN,HOU,3,2,CIN,HOU,HOU,CIN,0.512224819
2019/6/17,ATL,NYM,12,3,ATL,NYM,NYM,ATL,0.505163998
2019/6/17,TEX,CLE,7,2,TEX,CLE,CLE,TEX,0.531063857
2019/6/17,MIN,BOS,0,2,BOS,MIN,BOS,MIN,0.607264286
2019/6/17,STL,MIA,5,0,STL,MIA,STL,MIA,0.556329604
2019/6/17,LAD,SFG,2,3,SFG,LAD,SFG,LAD,0.511666461
2019/6/17,OAK,BAL,3,2,OAK,BAL,OAK,BAL,0.513776718
2019/6/17,SDP,MIL,2,0,SDP,MIL,MIL,SDP,0.634955792
2019/6/17,SEA,KCR,4,6,KCR,SEA,KCR,SEA,0.523393019
2019/6/18,NYY,TBR,6,3,NYY,TBR,TBR,NYY,0.513463935
2019/6/18,PIT,DET,4,5,DET,PIT,DET,PIT,0.533946246
2019/6/18,TOR,LAA,1,3,LAA,TOR,LAA,TOR,0.542890271
2019/6/18,CIN,HOU,4,3,CIN,HOU,HOU,CIN,0.512224819
2019/6/18,ATL,NYM,2,10,NYM,ATL,NYM,ATL,0.505163998
2019/6/18,CHC,CHW,1,3,CHW,CHC,CHC,CHW,0.503268763
2019/6/18,TEX,CLE,3,10,CLE,TEX,CLE,TEX,0.531063857
2019/6/18,MIN,BOS,4,3,MIN,BOS,BOS,MIN,0.607264286
2019/6/18,STL,MIA,0,6,MIA,STL,STL,MIA,0.556329604
2019/6/18,ARI,COL,1,8,COL,ARI,COL,ARI,0.537068015
2019/6/18,OAK,BAL,16,2,OAK,BAL,OAK,BAL,0.513776718
2019/6/18,LAD,SFG,9,0,LAD,SFG,SFG,LAD,0.511666461
2019/6/18,SDP,MIL,4,1,SDP,MIL,MIL,SDP,0.634955792
2019/6/18,SEA,KCR,0,9,KCR,SEA,KCR,SEA,0.523393019
2019/6/19,CIN,HOU,3,2,CIN,HOU,HOU,CIN,0.512224819
2019/6/19,NYY,TBR,12,1,NYY,TBR,TBR,NYY,0.513463935
2019/6/19,WSN,PHI,6,2,WSN,PHI,PHI,WSN,0.527551633
2019/6/19,OAK,BAL,8,3,OAK,BAL,OAK,BAL,0.513776718
2019/6/19,SDP,MIL,8,7,SDP,MIL,MIL,SDP,0.634955792
2019/6/19,SEA,KCR,8,2,SEA,KCR,KCR,SEA,0.523393019
2019/6/19,PIT,DET,8,7,PIT,DET,DET,PIT,0.533946246
2019/6/19,WSN,PHI,2,0,WSN,PHI,PHI,WSN,0.527551633
2019/6/19,TOR,LAA,6,11,LAA,TOR,LAA,TOR,0.542890271
2019/6/19,ATL,NYM,7,2,ATL,NYM,NYM,ATL,0.505163998
2019/6/19,CHC,CHW,7,3,CHC,CHW,CHC,CHW,0.503268763
2019/6/19,TEX,CLE,4,10,CLE,TEX,CLE,TEX,0.531063857
2019/6/19,MIN,BOS,4,9,BOS,MIN,BOS,MIN,0.607264286
2019/6/19,STL,MIA,2,1,STL,MIA,STL,MIA,0.556329604
2019/6/19,ARI,COL,4,6,COL,ARI,COL,ARI,0.537068015
2019/6/19,LAD,SFG,9,2,LAD,SFG,SFG,LAD,0.511666461
2019/6/20,TEX,CLE,4,2,TEX,CLE,CLE,TEX,0.531063857
2019/6/20,ARI,COL,4,6,COL,ARI,COL,ARI,0.537068015
2019/6/20,NYY,HOU,10,6,NYY,HOU,NYY,HOU,0.588218328
2019/6/20,WSN,PHI,7,4,WSN,PHI,PHI,WSN,0.527551633
2019/6/20,TOR,LAA,7,5,TOR,LAA,LAA,TOR,0.542890271
2019/6/20,STL,MIA,6,7,MIA,STL,STL,MIA,0.556329604
2019/6/20,MIL,CIN,1,7,CIN,MIL,MIL,CIN,0.502802321
2019/6/20,CHC,NYM,7,4,CHC,NYM,NYM,CHC,0.509641962
2019/6/20,KCR,MIN,4,1,KCR,MIN,MIN,KCR,0.537765608
2019/6/20,OAK,TBR,5,4,OAK,TBR,TBR,OAK,0.563980583
2019/6/20,LAD,SFG,9,8,LAD,SFG,SFG,LAD,0.511666461
2019/6/20,SEA,BAL,5,2,SEA,BAL,BAL,SEA,0.521659157
2019/6/21,CHC,NYM,4,5,NYM,CHC,NYM,CHC,0.509641962
2019/6/21,NYY,HOU,4,1,NYY,HOU,NYY,HOU,0.588218328
2019/6/21,PHI,MIA,1,2,MIA,PHI,PHI,MIA,0.519328211
2019/6/21,PIT,SDP,2,1,PIT,SDP,SDP,PIT,0.515555124
2019/6/21,WSN,ATL,4,3,WSN,ATL,ATL,WSN,0.555097522
2019/6/21,BOS,TOR,7,5,BOS,TOR,TOR,BOS,0.516570704
2019/6/21,CLE,DET,7,6,CLE,DET,DET,CLE,0.511938022
2019/6/21,STL,LAA,5,1,STL,LAA,STL,LAA,0.502622976
2019/6/21,TEX,CHW,4,5,CHW,TEX,CHW,TEX,0.501366175
2019/6/21,MIL,CIN,7,11,CIN,MIL,MIL,CIN,0.502802321
2019/6/21,KCR,MIN,7,8,MIN,KCR,MIN,KCR,0.537765608
2019/6/21,ARI,SFG,5,11,SFG,ARI,SFG,ARI,0.547430887
2019/6/21,OAK,TBR,3,5,TBR,OAK,TBR,OAK,0.563980583
2019/6/21,LAD,COL,4,2,LAD,COL,COL,LAD,0.501230793
2019/6/21,SEA,BAL,10,9,SEA,BAL,BAL,SEA,0.521659157
2019/6/22,KCR,MIN,3,5,MIN,KCR,MIN,KCR,0.537765608
2019/6/22,STL,LAA,4,2,STL,LAA,STL,LAA,0.502622976
2019/6/22,CHC,NYM,2,10,NYM,CHC,NYM,CHC,0.509641962
2019/6/22,BOS,TOR,7,8,TOR,BOS,TOR,BOS,0.516570704
2019/6/22,PHI,MIA,3,5,MIA,PHI,PHI,MIA,0.519328211
2019/6/22,PIT,SDP,6,3,PIT,SDP,SDP,PIT,0.515555124
2019/6/22,OAK,TBR,4,2,OAK,TBR,TBR,OAK,0.563980583
2019/6/22,CLE,DET,2,0,CLE,DET,DET,CLE,0.511938022
2019/6/22,MIL,CIN,6,5,MIL,CIN,MIL,CIN,0.502802321
2019/6/22,SEA,BAL,4,8,BAL,SEA,BAL,SEA,0.521659157
2019/6/22,LAD,COL,5,4,LAD,COL,COL,LAD,0.501230793
2019/6/22,NYY,HOU,7,5,NYY,HOU,NYY,HOU,0.588218328
2019/6/22,WSN,ATL,9,13,ATL,WSN,ATL,WSN,0.555097522
2019/6/22,TEX,CHW,6,5,TEX,CHW,CHW,TEX,0.501366175
2019/6/22,ARI,SFG,4,7,SFG,ARI,SFG,ARI,0.547430887
2019/6/23,CLE,DET,8,3,CLE,DET,DET,CLE,0.511938022
2019/6/23,BOS,TOR,1,6,TOR,BOS,TOR,BOS,0.516570704
2019/6/23,PHI,MIA,4,6,MIA,PHI,PHI,MIA,0.519328211
2019/6/23,PIT,SDP,11,10,PIT,SDP,SDP,PIT,0.515555124
2019/6/23,WSN,ATL,3,4,ATL,WSN,ATL,WSN,0.555097522
2019/6/23,NYY,HOU,4,9,HOU,NYY,NYY,HOU,0.588218328
2019/6/23,MIL,CIN,7,5,MIL,CIN,MIL,CIN,0.502802321
2019/6/23,KCR,MIN,6,1,KCR,MIN,MIN,KCR,0.537765608
2019/6/23,CHC,NYM,5,3,CHC,NYM,NYM,CHC,0.509641962
2019/6/23,TEX,CHW,7,4,TEX,CHW,CHW,TEX,0.501366175
2019/6/23,OAK,TBR,2,8,TBR,OAK,TBR,OAK,0.563980583
2019/6/23,ARI,SFG,3,2,ARI,SFG,SFG,ARI,0.547430887
2019/6/23,LAD,COL,6,3,LAD,COL,COL,LAD,0.501230793
2019/6/23,SEA,BAL,13,3,SEA,BAL,BAL,SEA,0.521659157
2019/6/23,STL,LAA,4,6,LAA,STL,STL,LAA,0.502622976
2019/6/24,NYY,TOR,10,8,NYY,TOR,NYY,TOR,0.520432425
2019/6/24,PHI,NYM,13,7,PHI,NYM,NYM,PHI,0.51289597
2019/6/24,BOS,CHW,6,5,BOS,CHW,BOS,CHW,0.523614978
2019/6/24,CLE,KCR,3,2,CLE,KCR,CLE,KCR,0.504375784
2019/6/24,CHC,ATL,8,3,CHC,ATL,ATL,CHC,0.539193792
2019/6/24,ARI,LAD,8,5,ARI,LAD,LAD,ARI,0.598084817
2019/6/24,SFG,COL,0,2,COL,SFG,COL,SFG,0.536210135
2019/6/25,DET,TEX,3,5,TEX,DET,TEX,DET,0.554293258
2019/6/25,BAL,SDP,3,8,SDP,BAL,SDP,BAL,0.509674603
2019/6/25,NYY,TOR,4,3,NYY,TOR,NYY,TOR,0.520432425
2019/6/25,PHI,NYM,7,5,PHI,NYM,NYM,PHI,0.51289597
2019/6/25,BOS,CHW,6,3,BOS,CHW,BOS,CHW,0.523614978
2019/6/25,CLE,KCR,6,8,KCR,CLE,CLE,KCR,0.504375784
2019/6/25,MIA,WSN,1,6,WSN,MIA,WSN,MIA,0.575850138
2019/6/25,CHC,ATL,2,3,ATL,CHC,ATL,CHC,0.539193792
2019/6/25,HOU,PIT,5,1,HOU,PIT,PIT,HOU,0.513570771
2019/6/25,MIL,SEA,3,8,SEA,MIL,MIL,SEA,0.512321641
2019/6/25,MIN,TBR,9,4,MIN,TBR,TBR,MIN,0.599096827
2019/6/25,STL,OAK,3,7,OAK,STL,OAK,STL,0.520973913
2019/6/25,ARI,LAD,2,3,LAD,ARI,LAD,ARI,0.598084817
2019/6/25,SFG,COL,4,2,SFG,COL,COL,SFG,0.536210135
2019/6/25,LAA,CIN,5,1,LAA,CIN,LAA,CIN,0.554582775
2019/6/26,BOS,CHW,7,8,CHW,BOS,BOS,CHW,0.523614978
2019/6/26,NYY,TOR,8,7,NYY,TOR,NYY,TOR,0.520432425
2019/6/26,CLE,KCR,5,3,CLE,KCR,CLE,KCR,0.504375784
2019/6/26,BAL,SDP,5,10,SDP,BAL,SDP,BAL,0.509674603
2019/6/26,ARI,LAD,8,2,ARI,LAD,LAD,ARI,0.598084817
2019/6/26,SFG,COL,3,6,COL,SFG,COL,SFG,0.536210135
2019/6/26,PHI,NYM,5,4,PHI,NYM,NYM,PHI,0.51289597
2019/6/26,DET,TEX,1,4,TEX,DET,TEX,DET,0.554293258
2019/6/26,MIA,WSN,5,7,WSN,MIA,WSN,MIA,0.575850138
2019/6/26,STL,OAK,0,2,OAK,STL,OAK,STL,0.520973913
2019/6/26,MIL,SEA,2,4,SEA,MIL,MIL,SEA,0.512321641
2019/6/26,CHC,ATL,3,5,ATL,CHC,ATL,CHC,0.539193792
2019/6/26,LAA,CIN,5,1,LAA,CIN,LAA,CIN,0.554582775
2019/6/26,HOU,PIT,2,14,PIT,HOU,PIT,HOU,0.513570771
2019/6/26,MIN,TBR,6,4,MIN,TBR,TBR,MIN,0.599096827
2019/6/27,PHI,NYM,6,3,PHI,NYM,NYM,PHI,0.51289597
2019/6/27,DET,TEX,1,3,TEX,DET,TEX,DET,0.554293258
2019/6/27,MIN,TBR,2,5,TBR,MIN,TBR,MIN,0.599096827
2019/6/27,HOU,PIT,0,10,PIT,HOU,PIT,HOU,0.513570771
2019/6/27,MIL,SEA,4,2,MIL,SEA,MIL,SEA,0.512321641
2019/6/27,CHC,ATL,9,7,CHC,ATL,ATL,CHC,0.539193792
2019/6/27,MIA,WSN,5,8,WSN,MIA,WSN,MIA,0.575850138
2019/6/27,COL,LAD,8,12,LAD,COL,LAD,COL,0.620087202
2019/6/27,SFG,ARI,1,5,ARI,SFG,ARI,SFG,0.526353369
2019/6/27,LAA,OAK,8,3,LAA,OAK,LAA,OAK,0.50086504
2019/6/28,BAL,CLE,13,0,BAL,CLE,CLE,BAL,0.543679877
2019/6/28,TOR,KCR,6,2,TOR,KCR,KCR,TOR,0.506117853
2019/6/28,CIN,CHC,6,3,CIN,CHC,CHC,CIN,0.56698148
2019/6/28,DET,WSN,1,3,WSN,DET,WSN,DET,0.538346571
2019/6/28,MIA,PHI,6,2,MIA,PHI,PHI,MIA,0.552037949
2019/6/28,NYM,ATL,2,6,ATL,NYM,ATL,NYM,0.561133049
2019/6/28,TBR,TEX,0,5,TEX,TBR,TEX,TBR,0.528188427
2019/6/28,MIL,PIT,2,3,PIT,MIL,MIL,PIT,0.509694546
2019/6/28,CHW,MIN,6,4,CHW,MIN,MIN,CHW,0.548782814
2019/6/28,HOU,SEA,2,1,HOU,SEA,SEA,HOU,0.510943982
2019/6/28,COL,LAD,13,9,COL,LAD,LAD,COL,0.620087202
2019/6/28,LAA,OAK,2,7,OAK,LAA,LAA,OAK,0.50086504
2019/6/28,SDP,STL,3,1,SDP,STL,STL,SDP,0.624003242
2019/6/28,SFG,ARI,6,3,SFG,ARI,ARI,SFG,0.526353369
2019/6/29,BOS,NYY,13,17,NYY,BOS,NYY,BOS,0.580523873
2019/6/29,BAL,CLE,13,0,BAL,CLE,CLE,BAL,0.543679877
2019/6/29,TOR,KCR,7,5,TOR,KCR,KCR,TOR,0.506117853
2019/6/29,CIN,CHC,0,6,CHC,CIN,CHC,CIN,0.56698148
2019/6/29,DET,WSN,7,5,DET,WSN,WSN,DET,0.538346571
2019/6/29,MIA,PHI,9,6,MIA,PHI,PHI,MIA,0.552037949
2019/6/29,NYM,ATL,4,5,ATL,NYM,ATL,NYM,0.561133049
2019/6/29,TBR,TEX,5,2,TBR,TEX,TEX,TBR,0.528188427
2019/6/29,CHW,MIN,3,10,MIN,CHW,MIN,CHW,0.548782814
2019/6/29,COL,LAD,5,3,COL,LAD,LAD,COL,0.620087202
2019/6/29,HOU,SEA,6,5,HOU,SEA,SEA,HOU,0.510943982
2019/6/29,MIL,PIT,3,1,MIL,PIT,MIL,PIT,0.509694546
2019/6/29,SFG,ARI,3,4,ARI,SFG,ARI,SFG,0.526353369
2019/6/29,LAA,OAK,0,4,OAK,LAA,LAA,OAK,0.50086504
2019/6/29,SDP,STL,12,2,SDP,STL,STL,SDP,0.624003242
2019/6/30,BOS,NYY,8,12,NYY,BOS,NYY,BOS,0.580523873
2019/6/30,BAL,CLE,0,2,CLE,BAL,CLE,BAL,0.543679877
2019/6/30,TOR,KCR,6,7,KCR,TOR,KCR,TOR,0.506117853
2019/6/30,CIN,CHC,8,6,CIN,CHC,CHC,CIN,0.56698148
2019/6/30,DET,WSN,1,2,WSN,DET,WSN,DET,0.538346571
2019/6/30,MIA,PHI,6,13,PHI,MIA,PHI,MIA,0.552037949
2019/6/30,TBR,TEX,6,2,TBR,TEX,TEX,TBR,0.528188427
2019/6/30,CHW,MIN,4,3,CHW,MIN,MIN,CHW,0.548782814
2019/6/30,HOU,SEA,6,1,HOU,SEA,SEA,HOU,0.510943982
2019/6/30,MIL,PIT,2,1,MIL,PIT,MIL,PIT,0.509694546
2019/6/30,COL,LAD,5,10,LAD,COL,LAD,COL,0.620087202
2019/6/30,SFG,ARI,10,4,SFG,ARI,ARI,SFG,0.526353369
2019/6/30,LAA,OAK,3,12,OAK,LAA,LAA,OAK,0.50086504
2019/6/30,SDP,STL,3,5,STL,SDP,STL,SDP,0.624003242
2019/6/30,NYM,ATL,8,5,NYM,ATL,ATL,NYM,0.561133049
2019/7/1,TOR,KCR,11,4,TOR,KCR,KCR,TOR,0.506117853
2019/7/1,PIT,CHC,18,5,PIT,CHC,CHC,PIT,0.546464849
2019/7/1,CIN,MIL,6,8,MIL,CIN,MIL,CIN,0.59719138
2019/7/1,TBR,BAL,6,3,TBR,BAL,TBR,BAL,0.530835408
2019/7/1,SDP,SFG,2,13,SFG,SDP,SFG,SDP,0.595266832
2019/7/2,PIT,CHC,5,1,PIT,CHC,CHC,PIT,0.546464849
2019/7/2,WSN,MIA,3,2,WSN,MIA,WSN,MIA,0.506545336
2019/7/2,TOR,BOS,6,10,BOS,TOR,BOS,TOR,0.590032766
2019/7/2,CIN,MIL,5,4,CIN,MIL,MIL,CIN,0.59719138
2019/7/2,NYM,NYY,4,2,NYM,NYY,NYY,NYM,0.621293852
2019/7/2,TBR,BAL,6,3,TBR,BAL,TBR,BAL,0.530835408
2019/7/2,ATL,PHI,0,2,PHI,ATL,PHI,ATL,0.507052315
2019/7/2,TEX,LAA,4,9,LAA,TEX,LAA,TEX,0.535926199
2019/7/2,COL,HOU,8,9,HOU,COL,HOU,COL,0.526378166
2019/7/2,KCR,CLE,5,9,CLE,KCR,CLE,KCR,0.561621346
2019/7/2,OAK,MIN,8,6,OAK,MIN,OAK,MIN,0.504147773
2019/7/2,LAD,ARI,5,4,LAD,ARI,LAD,ARI,0.508664162
2019/7/2,SDP,SFG,4,10,SFG,SDP,SFG,SDP,0.595266832
2019/7/2,SEA,STL,5,4,SEA,STL,STL,SEA,0.571157739
2019/7/3,CHW,DET,7,5,CHW,DET,DET,CHW,0.557109422
2019/7/3,WSN,MIA,3,1,WSN,MIA,WSN,MIA,0.506545336
2019/7/3,NYM,NYY,1,5,NYY,NYM,NYY,NYM,0.621293852
2019/7/3,PIT,CHC,6,5,PIT,CHC,CHC,PIT,0.546464849
2019/7/3,TOR,BOS,6,3,TOR,BOS,BOS,TOR,0.590032766
2019/7/3,CIN,MIL,3,0,CIN,MIL,MIL,CIN,0.59719138
2019/7/3,TBR,BAL,6,9,BAL,TBR,TBR,BAL,0.530835408
2019/7/3,ATL,PHI,9,2,ATL,PHI,PHI,ATL,0.507052315
2019/7/3,TEX,LAA,2,6,LAA,TEX,LAA,TEX,0.535926199
2019/7/3,CHW,DET,9,6,CHW,DET,DET,CHW,0.557109422
2019/7/3,COL,HOU,2,4,HOU,COL,HOU,COL,0.526378166
2019/7/3,KCR,CLE,0,4,CLE,KCR,CLE,KCR,0.561621346
2019/7/3,OAK,MIN,3,4,MIN,OAK,OAK,MIN,0.504147773
2019/7/3,SDP,SFG,5,7,SFG,SDP,SFG,SDP,0.595266832
2019/7/3,LAD,ARI,5,4,LAD,ARI,LAD,ARI,0.508664162
2019/7/3,SEA,STL,2,5,STL,SEA,STL,SEA,0.571157739
2019/7/4,WSN,MIA,5,2,WSN,MIA,WSN,MIA,0.506545336
2019/7/4,KCR,CLE,4,8,CLE,KCR,CLE,KCR,0.561621346
2019/7/4,CHW,DET,5,11,DET,CHW,DET,CHW,0.557109422
2019/7/4,CIN,MIL,1,0,CIN,MIL,MIL,CIN,0.59719138
2019/7/4,PIT,CHC,3,11,CHC,PIT,CHC,PIT,0.546464849
2019/7/4,OAK,MIN,7,2,OAK,MIN,OAK,MIN,0.504147773
2019/7/4,SEA,STL,4,5,STL,SEA,STL,SEA,0.571157739
2019/7/4,TBR,NYY,4,8,NYY,TBR,NYY,TBR,0.577355969
2019/7/4,ATL,PHI,12,6,ATL,PHI,PHI,ATL,0.507052315
2019/7/4,TOR,BOS,7,8,BOS,TOR,BOS,TOR,0.590032766
2019/7/4,TEX,LAA,9,3,TEX,LAA,LAA,TEX,0.535926199
2019/7/4,LAD,SDP,5,1,LAD,SDP,LAD,SDP,0.508488455
2019/7/5,PIT,MIL,6,7,MIL,PIT,MIL,PIT,0.577038331
2019/7/5,WSN,KCR,4,7,KCR,WSN,KCR,WSN,0.510521706
2019/7/5,TOR,BAL,1,4,BAL,TOR,BAL,TOR,0.504380656
2019/7/5,DET,BOS,6,9,BOS,DET,BOS,DET,0.581330763
2019/7/5,NYM,PHI,2,7,PHI,NYM,PHI,NYM,0.533646902
2019/7/5,TBR,NYY,4,8,NYY,TBR,NYY,TBR,0.577355969
2019/7/5,ATL,MIA,1,0,ATL,MIA,ATL,MIA,0.527046072
2019/7/5,HOU,LAA,4,5,LAA,HOU,LAA,HOU,0.55062039
2019/7/5,MIN,TEX,15,6,MIN,TEX,TEX,MIN,0.580693563
2019/7/5,ARI,COL,8,0,ARI,COL,COL,ARI,0.537068015
2019/7/5,LAD,SDP,2,3,SDP,LAD,LAD,SDP,0.508488455
2019/7/5,SEA,OAK,2,5,OAK,SEA,OAK,SEA,0.583118514
2019/7/5,SFG,STL,4,9,STL,SFG,STL,SFG,0.576308857
2019/7/6,MIN,TEX,7,4,MIN,TEX,TEX,MIN,0.580693563
2019/7/6,TOR,BAL,1,8,BAL,TOR,BAL,TOR,0.504380656
2019/7/6,PIT,MIL,12,2,PIT,MIL,MIL,PIT,0.577038331
2019/7/6,WSN,KCR,6,0,WSN,KCR,KCR,WSN,0.510521706
2019/7/6,ATL,MIA,4,5,MIA,ATL,ATL,MIA,0.527046072
2019/7/6,CIN,CLE,2,7,CLE,CIN,CLE,CIN,0.57000028
2019/7/6,DET,BOS,6,10,BOS,DET,BOS,DET,0.581330763
2019/7/6,TBR,NYY,4,3,TBR,NYY,NYY,TBR,0.577355969
2019/7/6,CHW,CHC,3,6,CHC,CHW,CHC,CHW,0.569507475
2019/7/6,HOU,LAA,4,0,HOU,LAA,LAA,HOU,0.55062039
2019/7/6,NYM,PHI,6,5,NYM,PHI,PHI,NYM,0.533646902
2019/7/6,SFG,STL,8,4,SFG,STL,STL,SFG,0.576308857
2019/7/6,ARI,COL,4,2,ARI,COL,COL,ARI,0.537068015
2019/7/6,LAD,SDP,1,3,SDP,LAD,LAD,SDP,0.508488455
2019/7/6,SEA,OAK,6,3,SEA,OAK,OAK,SEA,0.583118514
2019/7/7,TOR,BAL,6,1,TOR,BAL,BAL,TOR,0.504380656
2019/7/7,CIN,CLE,1,11,CLE,CIN,CLE,CIN,0.57000028
2019/7/7,DET,BOS,3,6,BOS,DET,BOS,DET,0.581330763
2019/7/7,NYM,PHI,3,8,PHI,NYM,PHI,NYM,0.533646902
2019/7/7,TBR,NYY,2,1,TBR,NYY,NYY,TBR,0.577355969
2019/7/7,ATL,MIA,4,3,ATL,MIA,ATL,MIA,0.527046072
2019/7/7,PIT,MIL,6,5,PIT,MIL,MIL,PIT,0.577038331
2019/7/7,WSN,KCR,5,2,WSN,KCR,KCR,WSN,0.510521706
2019/7/7,CHW,CHC,3,1,CHW,CHC,CHC,CHW,0.569507475
2019/7/7,HOU,LAA,11,10,HOU,LAA,LAA,HOU,0.55062039
2019/7/7,MIN,TEX,1,4,TEX,MIN,TEX,MIN,0.580693563
2019/7/7,SFG,STL,1,0,SFG,STL,STL,SFG,0.576308857
2019/7/7,ARI,COL,5,3,ARI,COL,COL,ARI,0.537068015
2019/7/7,LAD,SDP,3,5,SDP,LAD,LAD,SDP,0.508488455
2019/7/7,SEA,OAK,4,7,OAK,SEA,OAK,SEA,0.583118514
2019/7/11,TEX,HOU,5,0,TEX,HOU,TEX,HOU,0.527105301
2019/7/12,CHC,PIT,4,3,CHC,PIT,CHC,PIT,0.505866807
2019/7/12,PHI,WSN,0,4,WSN,PHI,WSN,PHI,0.538921614
2019/7/12,BAL,TBR,4,16,TBR,BAL,TBR,BAL,0.587271299
2019/7/12,NYY,TOR,4,0,NYY,TOR,NYY,TOR,0.520432425
2019/7/12,BOS,LAD,8,1,BOS,LAD,LAD,BOS,0.543833459
2019/7/12,CLE,MIN,3,5,MIN,CLE,MIN,CLE,0.503518993
2019/7/12,MIA,NYM,8,4,MIA,NYM,NYM,MIA,0.550169079
2019/7/12,TEX,HOU,9,8,TEX,HOU,TEX,HOU,0.527105301
2019/7/12,MIL,SFG,7,10,SFG,MIL,SFG,MIL,0.508681524
2019/7/12,KCR,DET,8,5,KCR,DET,DET,KCR,0.546127377
2019/7/12,STL,ARI,2,4,ARI,STL,STL,ARI,0.541701655
2019/7/12,COL,CIN,3,2,COL,CIN,CIN,COL,0.558920869
2019/7/12,LAA,SEA,13,0,LAA,SEA,LAA,SEA,0.563970438
2019/7/12,OAK,CHW,5,1,OAK,CHW,OAK,CHW,0.509785824
2019/7/12,SDP,ATL,3,5,ATL,SDP,ATL,SDP,0.620774033
2019/7/13,BAL,TBR,2,1,BAL,TBR,TBR,BAL,0.587271299
2019/7/13,NYY,TOR,1,2,TOR,NYY,NYY,TOR,0.520432425
2019/7/13,CHC,PIT,10,4,CHC,PIT,CHC,PIT,0.505866807
2019/7/13,OAK,CHW,13,2,OAK,CHW,OAK,CHW,0.509785824
2019/7/13,MIA,NYM,2,4,NYM,MIA,NYM,MIA,0.550169079
2019/7/13,BAL,TBR,4,12,TBR,BAL,TBR,BAL,0.587271299
2019/7/13,CLE,MIN,2,6,MIN,CLE,MIN,CLE,0.503518993
2019/7/13,BOS,LAD,2,11,LAD,BOS,LAD,BOS,0.543833459
2019/7/13,KCR,DET,4,1,KCR,DET,DET,KCR,0.546127377
2019/7/13,MIL,SFG,5,4,MIL,SFG,SFG,MIL,0.508681524
2019/7/13,PHI,WSN,3,4,WSN,PHI,WSN,PHI,0.538921614
2019/7/13,STL,ARI,4,2,STL,ARI,STL,ARI,0.541701655
2019/7/13,TEX,HOU,6,7,HOU,TEX,TEX,HOU,0.527105301
2019/7/13,COL,CIN,9,17,CIN,COL,CIN,COL,0.558920869
2019/7/13,SDP,ATL,5,7,ATL,SDP,ATL,SDP,0.620774033
2019/7/13,LAA,SEA,9,2,LAA,SEA,LAA,SEA,0.563970438
2019/7/14,BAL,TBR,1,4,TBR,BAL,TBR,BAL,0.587271299
2019/7/14,NYY,TOR,4,2,NYY,TOR,NYY,TOR,0.520432425
2019/7/14,PHI,WSN,4,3,PHI,WSN,WSN,PHI,0.538921614
